food_id,food_name,category,cuisine,meal_type,serving_size_g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,vegetarian,vegan,gluten_free,diabetic_friendly,high_protein,low_fat,heart_healthy,weight_loss_friendly,main_ingredients,tags
323,Salmon Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,100,114.6,17.7,5.6,11.7,0.7,0.5,595.8,No,No,Yes,Yes,Yes,No,No,No,"Salmon, oil, spices","fish,seafood,protein"
324,Salmon Dopiaza,Fish,Bangladeshi,Lunch,120,236.7,21.1,7.5,4.6,0.1,1.6,204.7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Salmon, oil, spices","fish,seafood,protein"
325,Salmon Tok (Sour Curry),Fish,Bangladeshi,Lunch,100,120.9,24.1,5.7,13.7,0.6,1.2,266.5,No,No,Yes,Yes,Yes,No,Yes,No,"Salmon, oil, spices","fish,seafood,protein"
326,Salmon Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,100,259.5,17.2,8.5,16.8,0.1,1.7,514.0,No,No,Yes,Yes,Yes,No,No,No,"Salmon, oil, spices","fish,seafood,protein"
327,Salmon Chochchori,Fish,Bangladeshi,Lunch,100,250.8,15.6,11.2,10.4,0.7,1.0,322.2,No,No,Yes,Yes,Yes,No,Yes,No,"Salmon, oil, spices","fish,seafood,protein"
328,Salmon Curry,Fish,Bangladeshi,Dinner,100,156.6,25.0,4.7,10.6,0.1,1.2,427.6,No,No,Yes,Yes,Yes,No,No,No,"Salmon, oil, spices","fish,seafood,protein"
329,Salmon Grilled,Fish,Bangladeshi,Dinner,120,165.9,21.1,2.6,7.8,0.1,0.4,548.1,No,No,Yes,Yes,Yes,Yes,No,Yes,"Salmon, oil, spices","fish,seafood,protein"
330,Salmon Roast,Fish,Bangladeshi,Lunch,150,259.1,21.0,2.2,9.5,0.7,1.0,501.6,No,No,Yes,Yes,Yes,No,No,No,"Salmon, oil, spices","fish,seafood,protein"
331,Mackerel Bhuna,Fish,Bangladeshi,Dinner,150,180.4,19.3,3.8,8.4,0.2,1.8,500.3,No,No,Yes,Yes,Yes,No,No,Yes,"Mackerel, oil, spices","fish,seafood,protein"
332,Mackerel Jhol (Curry),Fish,Bangladeshi,Lunch,120,184.7,23.4,12.0,19.6,0.1,1.3,269.9,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
333,Mackerel Bhaja (Fried),Fish,Bangladeshi,Lunch,100,192.1,25.8,5.9,18.9,1.0,0.3,256.4,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
334,Mackerel Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,150,211.6,25.1,2.3,14.9,0.9,1.1,403.4,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
335,Mackerel Dopiaza,Fish,Bangladeshi,Lunch,120,186.7,16.9,2.4,4.0,0.6,0.0,365.1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Mackerel, oil, spices","fish,seafood,protein"
336,Mackerel Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,132.2,16.4,9.2,18.6,0.8,0.6,159.9,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
337,Mackerel Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,100,235.4,24.5,11.6,9.4,0.9,0.8,195.5,No,No,Yes,Yes,Yes,No,Yes,Yes,"Mackerel, oil, spices","fish,seafood,protein"
338,Mackerel Chochchori,Fish,Bangladeshi,Dinner,120,121.8,16.7,11.5,16.5,1.0,1.3,228.4,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
339,Mackerel Curry,Fish,Bangladeshi,Dinner,100,206.5,24.0,5.8,15.5,0.3,0.4,150.8,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
340,Mackerel Grilled,Fish,Bangladeshi,Dinner,150,105.2,21.6,11.2,19.4,0.2,1.1,571.5,No,No,Yes,Yes,Yes,No,No,No,"Mackerel, oil, spices","fish,seafood,protein"
341,Mackerel Roast,Fish,Bangladeshi,Lunch,120,219.3,17.6,11.8,5.9,0.9,0.2,469.0,No,No,Yes,Yes,Yes,Yes,No,Yes,"Mackerel, oil, spices","fish,seafood,protein"
342,Sardine Bhuna,Fish,Bangladeshi,Dinner,120,101.8,17.3,8.9,9.0,0.8,1.4,171.7,No,No,Yes,Yes,Yes,No,Yes,Yes,"Sardine, oil, spices","fish,seafood,protein"
343,Sardine Jhol (Curry),Fish,Bangladeshi,Dinner,150,167.1,16.8,6.1,18.0,0.4,0.8,523.0,No,No,Yes,Yes,Yes,No,No,No,"Sardine, oil, spices","fish,seafood,protein"
344,Sardine Bhaja (Fried),Fish,Bangladeshi,Lunch,100,172.2,23.8,2.3,3.3,0.3,0.2,303.8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Sardine, oil, spices","fish,seafood,protein"
345,Sardine Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,100,217.1,21.0,11.0,4.6,0.6,1.2,367.2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Sardine, oil, spices","fish,seafood,protein"
346,Sardine Dopiaza,Fish,Bangladeshi,Lunch,120,250.8,16.8,10.9,5.7,0.1,0.4,235.5,No,No,Yes,Yes,Yes,Yes,Yes,No,"Sardine, oil, spices","fish,seafood,protein"
347,Sardine Tok (Sour Curry),Fish,Bangladeshi,Dinner,150,145.0,17.6,2.5,12.7,0.8,0.3,312.4,No,No,Yes,Yes,Yes,No,Yes,No,"Sardine, oil, spices","fish,seafood,protein"
348,Sardine Paturi (Steamed in Leaf),Fish,Bangladeshi,Dinner,100,147.1,22.3,8.0,6.4,0.0,0.3,281.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Sardine, oil, spices","fish,seafood,protein"
349,Sardine Chochchori,Fish,Bangladeshi,Lunch,120,235.0,18.4,6.0,11.3,0.7,0.2,394.9,No,No,Yes,Yes,Yes,No,Yes,No,"Sardine, oil, spices","fish,seafood,protein"
350,Sardine Curry,Fish,Bangladeshi,Lunch,120,241.7,19.1,6.5,7.5,0.5,0.5,270.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Sardine, oil, spices","fish,seafood,protein"
351,Sardine Grilled,Fish,Bangladeshi,Lunch,100,220.4,22.3,2.9,8.8,0.5,1.9,415.4,No,No,Yes,Yes,Yes,No,No,Yes,"Sardine, oil, spices","fish,seafood,protein"
352,Sardine Roast,Fish,Bangladeshi,Lunch,120,230.9,19.6,7.4,17.7,0.5,1.8,364.3,No,No,Yes,Yes,Yes,No,No,No,"Sardine, oil, spices","fish,seafood,protein"
353,Pomfret Bhuna,Fish,Bangladeshi,Lunch,120,244.4,22.9,7.0,18.3,0.8,1.4,429.1,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
354,Pomfret Jhol (Curry),Fish,Bangladeshi,Lunch,120,127.7,25.8,11.7,16.7,0.1,0.8,594.7,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
355,Pomfret Bhaja (Fried),Fish,Bangladeshi,Dinner,100,259.6,21.9,10.3,7.4,0.9,1.8,180.2,No,No,Yes,Yes,Yes,Yes,Yes,No,"Pomfret, oil, spices","fish,seafood,protein"
356,Pomfret Shorshe (Mustard Curry),Fish,Bangladeshi,Dinner,150,163.6,18.6,4.8,10.8,0.9,1.6,430.4,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
357,Pomfret Dopiaza,Fish,Bangladeshi,Dinner,100,166.3,16.6,7.9,15.9,0.9,1.8,403.2,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
358,Pomfret Tok (Sour Curry),Fish,Bangladeshi,Lunch,120,238.8,24.7,10.8,7.5,0.7,1.1,362.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Pomfret, oil, spices","fish,seafood,protein"
359,Pomfret Paturi (Steamed in Leaf),Fish,Bangladeshi,Lunch,120,164.5,21.8,8.8,9.8,0.4,1.8,460.7,No,No,Yes,Yes,Yes,No,No,Yes,"Pomfret, oil, spices","fish,seafood,protein"
360,Pomfret Chochchori,Fish,Bangladeshi,Lunch,150,176.0,18.0,5.7,8.7,0.8,0.6,529.3,No,No,Yes,Yes,Yes,No,No,Yes,"Pomfret, oil, spices","fish,seafood,protein"
361,Pomfret Curry,Fish,Bangladeshi,Lunch,100,121.5,25.7,6.4,17.0,0.3,0.8,440.5,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
362,Pomfret Grilled,Fish,Bangladeshi,Lunch,120,133.8,24.1,9.4,15.9,0.9,1.6,381.9,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
363,Pomfret Roast,Fish,Bangladeshi,Lunch,100,149.8,20.6,3.4,17.5,0.9,0.1,236.7,No,No,Yes,Yes,Yes,No,No,No,"Pomfret, oil, spices","fish,seafood,protein"
364,Beef Bhuna,Meat,Bangladeshi,Lunch,150,217.4,22.2,46.1,22.1,0.5,3.3,452.6,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
365,Beef Curry,Meat,Bangladeshi,Lunch,200,158.3,20.7,30.5,11.6,1.7,2.3,374.9,No,No,Yes,No,Yes,No,Yes,No,"Beef, oil, onion, spices","meat,protein"
366,Beef Rezala,Meat,Bangladeshi,Lunch,180,352.2,26.4,15.7,15.7,0.3,2.3,682.5,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
367,Beef Kala Bhuna,Meat,Bangladeshi,Lunch,200,210.8,17.7,33.3,18.3,1.7,3.9,541.1,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
368,Beef Roast,Meat,Bangladeshi,Dinner,150,324.8,24.8,2.4,13.0,1.6,1.2,683.5,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
369,Beef Kabab,Meat,Bangladeshi,Dinner,180,391.8,29.3,24.0,12.4,0.6,2.1,511.8,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
370,Beef Korma,Meat,Bangladeshi,Lunch,150,288.1,25.9,42.5,15.5,1.3,2.4,349.2,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
371,Beef Jhal Fry,Meat,Bangladeshi,Lunch,180,167.2,31.8,32.7,25.2,0.5,2.8,646.2,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
372,Beef Do Piaza,Meat,Bangladeshi,Dinner,150,190.5,27.8,45.2,24.1,1.6,2.4,530.3,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
373,Beef Rogan Josh,Meat,Bangladeshi,Lunch,200,156.9,23.0,16.2,26.1,0.8,2.9,491.5,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
374,Beef Biryani,Meat,Bangladeshi,Lunch,180,346.2,18.0,27.7,23.7,1.8,2.7,453.7,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
375,Beef Pulao,Meat,Bangladeshi,Lunch,200,386.7,17.3,6.7,10.6,0.5,3.2,581.5,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
376,Beef Tehari,Meat,Bangladeshi,Lunch,200,392.9,25.8,12.7,12.5,1.7,1.7,643.4,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
377,Beef Grilled,Meat,Bangladeshi,Dinner,180,308.1,22.3,7.7,9.1,1.3,2.3,510.3,No,No,Yes,Yes,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
378,Beef BBQ,Meat,Bangladeshi,Dinner,150,285.1,29.6,20.3,14.0,0.1,3.4,268.7,No,No,Yes,Yes,Yes,No,Yes,No,"Beef, oil, onion, spices","meat,protein"
379,Beef Stew,Meat,Bangladeshi,Lunch,180,260.5,24.2,45.5,17.2,0.6,2.9,589.5,No,No,Yes,No,Yes,No,No,No,"Beef, oil, onion, spices","meat,protein"
380,Mutton Bhuna,Meat,Bangladeshi,Dinner,180,320.4,17.2,32.5,8.1,0.5,3.0,284.3,No,No,Yes,No,Yes,No,Yes,No,"Mutton, oil, onion, spices","meat,protein"
381,Mutton Curry,Meat,Bangladeshi,Lunch,180,362.0,28.0,8.2,16.7,0.9,1.7,438.7,No,No,Yes,Yes,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
382,Mutton Rezala,Meat,Bangladeshi,Lunch,150,294.1,27.2,47.6,25.8,1.5,2.1,209.0,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
383,Mutton Kala Bhuna,Meat,Bangladeshi,Lunch,200,348.1,18.1,44.1,14.2,0.2,2.0,353.1,No,No,Yes,No,Yes,No,Yes,No,"Mutton, oil, onion, spices","meat,protein"
384,Mutton Roast,Meat,Bangladeshi,Lunch,150,230.5,19.2,36.9,19.9,0.7,3.6,697.7,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
385,Mutton Kabab,Meat,Bangladeshi,Dinner,180,247.0,17.4,47.5,26.4,0.8,0.9,563.6,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
386,Mutton Korma,Meat,Bangladeshi,Lunch,150,348.2,24.6,10.1,15.3,1.3,0.1,638.3,No,No,Yes,Yes,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
387,Mutton Jhal Fry,Meat,Bangladeshi,Dinner,200,318.2,24.7,4.3,10.2,1.7,0.2,257.9,No,No,Yes,Yes,Yes,No,Yes,No,"Mutton, oil, onion, spices","meat,protein"
388,Mutton Do Piaza,Meat,Bangladeshi,Dinner,180,183.4,18.5,35.7,12.1,1.4,0.0,410.4,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
389,Mutton Rogan Josh,Meat,Bangladeshi,Lunch,200,290.5,25.2,35.6,16.4,1.8,2.0,508.8,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
390,Mutton Biryani,Meat,Bangladeshi,Dinner,150,361.9,23.0,31.2,23.6,1.7,3.9,379.0,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
391,Mutton Pulao,Meat,Bangladeshi,Dinner,180,193.3,23.9,45.7,21.8,1.0,0.9,206.4,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
392,Mutton Tehari,Meat,Bangladeshi,Lunch,150,375.5,26.0,9.2,9.8,1.0,2.9,250.6,No,No,Yes,Yes,Yes,No,Yes,No,"Mutton, oil, onion, spices","meat,protein"
393,Mutton Grilled,Meat,Bangladeshi,Dinner,200,212.4,31.8,16.2,17.3,0.2,0.7,219.7,No,No,Yes,Yes,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
394,Mutton BBQ,Meat,Bangladeshi,Dinner,180,366.4,19.6,37.4,9.9,1.5,0.2,626.0,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
395,Mutton Stew,Meat,Bangladeshi,Lunch,180,246.5,21.9,31.8,25.6,0.2,3.3,291.4,No,No,Yes,No,Yes,No,No,No,"Mutton, oil, onion, spices","meat,protein"
396,Chicken Bhuna,Meat,Bangladeshi,Dinner,180,409.8,18.9,20.5,25.0,1.6,2.6,598.5,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
397,Chicken Curry,Meat,Bangladeshi,Lunch,150,338.0,15.1,47.2,11.2,0.8,2.4,601.1,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
398,Chicken Rezala,Meat,Bangladeshi,Dinner,150,315.1,28.0,31.3,25.3,1.8,2.9,645.9,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
399,Chicken Kala Bhuna,Meat,Bangladeshi,Dinner,180,180.5,21.4,4.2,13.2,0.6,2.8,539.0,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
400,Chicken Roast,Meat,Bangladeshi,Lunch,200,385.7,23.3,35.0,20.4,0.9,2.9,441.0,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
401,Chicken Kabab,Meat,Bangladeshi,Dinner,150,376.5,24.1,49.4,9.1,1.3,0.6,624.4,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
402,Chicken Korma,Meat,Bangladeshi,Dinner,150,170.2,22.8,13.6,27.4,0.1,0.9,521.7,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
403,Chicken Jhal Fry,Meat,Bangladeshi,Dinner,150,171.3,22.0,29.5,9.8,1.0,1.3,690.3,No,No,Yes,Yes,Yes,No,No,Yes,"Chicken, oil, onion, spices","meat,protein"
404,Chicken Do Piaza,Meat,Bangladeshi,Lunch,150,258.9,14.6,28.4,24.5,1.6,3.9,518.8,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
405,Chicken Rogan Josh,Meat,Bangladeshi,Lunch,200,331.3,31.1,19.4,9.1,0.4,1.8,480.1,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
406,Chicken Biryani,Meat,Bangladeshi,Dinner,200,327.4,26.9,7.5,23.2,0.4,1.4,614.9,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
407,Chicken Pulao,Meat,Bangladeshi,Dinner,200,290.9,26.6,4.2,11.3,0.3,2.9,560.8,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
408,Chicken Tehari,Meat,Bangladeshi,Lunch,180,314.9,17.4,46.7,15.9,0.9,3.1,558.4,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
409,Chicken Grilled,Meat,Bangladeshi,Lunch,180,162.6,25.4,34.3,10.5,1.8,1.8,494.7,No,No,Yes,No,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
410,Chicken BBQ,Meat,Bangladeshi,Lunch,180,151.2,27.3,28.6,16.7,1.2,3.7,590.5,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
411,Chicken Stew,Meat,Bangladeshi,Lunch,200,306.2,27.1,8.2,15.7,1.2,3.5,452.1,No,No,Yes,Yes,Yes,No,No,No,"Chicken, oil, onion, spices","meat,protein"
412,Duck Bhuna,Meat,Bangladeshi,Dinner,180,414.5,30.5,38.6,13.5,1.9,3.9,426.4,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
413,Duck Curry,Meat,Bangladeshi,Lunch,150,261.4,26.6,37.9,14.0,1.4,3.4,555.9,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
414,Duck Rezala,Meat,Bangladeshi,Lunch,150,206.6,26.9,35.0,26.4,0.3,2.8,687.6,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
415,Duck Kala Bhuna,Meat,Bangladeshi,Lunch,200,296.5,25.5,36.1,23.2,1.1,2.3,671.3,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
416,Duck Roast,Meat,Bangladeshi,Dinner,200,351.9,29.1,15.7,24.9,1.6,2.1,212.6,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
417,Duck Kabab,Meat,Bangladeshi,Lunch,150,331.0,17.6,38.0,11.2,0.6,1.0,619.7,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
418,Duck Korma,Meat,Bangladeshi,Dinner,150,353.5,14.6,41.1,10.0,1.7,3.0,632.4,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
419,Duck Jhal Fry,Meat,Bangladeshi,Dinner,150,287.9,28.3,35.4,21.9,0.1,1.5,408.3,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
420,Duck Do Piaza,Meat,Bangladeshi,Dinner,200,164.5,27.4,11.7,25.4,1.7,1.8,312.8,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
421,Duck Rogan Josh,Meat,Bangladeshi,Dinner,200,297.6,24.9,39.3,27.3,0.6,0.7,541.3,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
422,Duck Biryani,Meat,Bangladeshi,Lunch,150,348.5,16.1,4.0,13.6,0.5,0.6,623.0,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
423,Duck Pulao,Meat,Bangladeshi,Lunch,180,275.9,30.9,3.9,26.6,1.2,3.1,512.7,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
424,Duck Tehari,Meat,Bangladeshi,Dinner,180,363.3,23.9,5.5,22.2,1.1,3.8,460.3,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
425,Duck Grilled,Meat,Bangladeshi,Lunch,180,296.6,21.3,18.8,25.7,1.3,1.3,346.8,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
426,Duck BBQ,Meat,Bangladeshi,Dinner,200,372.4,31.7,2.4,21.4,0.9,3.6,506.9,No,No,Yes,Yes,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
427,Duck Stew,Meat,Bangladeshi,Lunch,150,334.3,19.8,46.0,26.9,0.8,2.2,341.4,No,No,Yes,No,Yes,No,No,No,"Duck, oil, onion, spices","meat,protein"
428,Goat Bhuna,Meat,Bangladeshi,Dinner,200,366.8,22.0,4.1,26.0,0.4,2.1,674.1,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
429,Goat Curry,Meat,Bangladeshi,Lunch,200,294.0,25.3,12.1,20.6,0.4,2.7,617.8,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
430,Goat Rezala,Meat,Bangladeshi,Lunch,200,373.8,29.8,37.6,16.7,1.6,0.3,543.0,No,No,Yes,No,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
431,Goat Kala Bhuna,Meat,Bangladeshi,Lunch,180,343.6,14.7,5.5,11.6,0.5,0.3,610.8,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
432,Goat Roast,Meat,Bangladeshi,Dinner,180,254.8,25.3,22.8,8.3,1.3,2.1,520.7,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
433,Goat Kabab,Meat,Bangladeshi,Lunch,200,308.1,26.6,5.5,26.6,0.2,3.1,350.7,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
434,Goat Korma,Meat,Bangladeshi,Lunch,180,356.6,21.9,21.0,21.2,0.9,2.1,268.2,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
435,Goat Jhal Fry,Meat,Bangladeshi,Dinner,200,229.6,25.4,16.3,25.7,1.9,3.5,524.0,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
436,Goat Do Piaza,Meat,Bangladeshi,Lunch,200,386.2,16.5,4.0,19.5,0.8,2.2,242.6,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
437,Goat Rogan Josh,Meat,Bangladeshi,Lunch,200,350.2,27.1,12.2,26.1,1.7,0.6,292.0,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
438,Goat Biryani,Meat,Bangladeshi,Dinner,150,180.9,26.1,29.2,9.1,1.5,4.0,474.4,No,No,Yes,Yes,Yes,No,No,Yes,"Goat, oil, onion, spices","meat,protein"
439,Goat Pulao,Meat,Bangladeshi,Lunch,180,331.4,18.5,11.5,19.6,1.9,1.4,535.6,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
440,Goat Tehari,Meat,Bangladeshi,Lunch,150,227.0,15.3,11.3,17.7,0.7,2.6,546.7,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
441,Goat Grilled,Meat,Bangladeshi,Lunch,200,303.1,28.5,48.0,11.4,0.6,3.1,556.1,No,No,Yes,No,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
442,Goat BBQ,Meat,Bangladeshi,Dinner,180,376.8,16.4,37.2,25.6,0.9,1.4,352.7,No,No,Yes,No,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
443,Goat Stew,Meat,Bangladeshi,Lunch,150,324.3,15.5,15.5,24.5,1.8,0.8,566.8,No,No,Yes,Yes,Yes,No,No,No,"Goat, oil, onion, spices","meat,protein"
444,Lamb Bhuna,Meat,Bangladeshi,Lunch,200,170.4,14.3,26.3,8.6,1.2,1.6,495.0,No,No,Yes,Yes,Yes,No,No,Yes,"Lamb, oil, onion, spices","meat,protein"
445,Lamb Curry,Meat,Bangladeshi,Lunch,200,220.4,30.1,27.9,21.1,0.3,1.6,645.7,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
446,Lamb Rezala,Meat,Bangladeshi,Dinner,150,275.5,23.2,21.0,18.0,1.3,3.4,603.3,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
447,Lamb Kala Bhuna,Meat,Bangladeshi,Lunch,200,187.9,16.9,29.2,19.3,1.7,0.6,566.0,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
448,Lamb Roast,Meat,Bangladeshi,Dinner,150,209.1,22.8,5.0,15.4,0.1,0.8,653.9,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
449,Lamb Kabab,Meat,Bangladeshi,Dinner,180,276.8,22.2,4.2,27.6,0.6,2.8,460.7,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
450,Lamb Korma,Meat,Bangladeshi,Dinner,200,221.1,23.8,10.3,21.1,0.7,2.6,617.7,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
451,Lamb Jhal Fry,Meat,Bangladeshi,Dinner,180,412.6,18.0,21.5,24.3,0.7,3.2,643.6,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
452,Lamb Do Piaza,Meat,Bangladeshi,Lunch,200,388.1,21.9,13.0,18.3,0.6,0.6,278.7,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
453,Lamb Rogan Josh,Meat,Bangladeshi,Lunch,200,212.2,28.6,36.6,17.6,1.0,0.8,280.6,No,No,Yes,No,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
454,Lamb Biryani,Meat,Bangladeshi,Dinner,150,215.8,16.3,30.4,10.7,1.0,3.6,273.4,No,No,Yes,No,Yes,No,Yes,No,"Lamb, oil, onion, spices","meat,protein"
455,Lamb Pulao,Meat,Bangladeshi,Lunch,180,399.1,23.3,21.5,27.4,1.3,3.5,564.0,No,No,Yes,Yes,Yes,No,No,No,"Lamb, oil, onion, spices","meat,protein"
